bbl,bin,address_or_label,zipcode,residential_use_type,residential_units,residential_capacity_units,estimated_household_capacity,under5_capacity_signal,under5_capacity_share,preschool_age_capacity_signal,capacity_model_confidence,data_tier,truthfulness_caveat
1004910016,1007378,137 AVENUE OF THE AMER,10013,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004890030,1007362,73 THOMPSON STREET,10012,Mixed-use,21,21,21,0.981,0.0467,0.981,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004880037,1007339,508 BROOME STREET,10013,Mixed-use,12,12,12,0.981,0.0818,0.981,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004760070,1079917,1 WATTS STREET,10013,Mixed-use,4,4,4,0.327,0.0818,0.327,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004890022,1007357,188 SPRING STREET,10012,Residential,2,2,2,0.093,0.0465,0.093,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005940034,1010295,310 SPRING STREET,10013,Mixed-use,1,1,1,0.082,0.082,0.082,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004760081,1007113,50 GRAND STREET,10013,Mixed-use,8,8,8,0.654,0.0818,0.654,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004910027,1007380,552 BROOME STREET,10013,Residential,11,11,11,0.899,0.0817,0.899,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004770066,1007122,48 WATTS STREET,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004880010,1007325,72 THOMPSON STREET,10012,Mixed-use,36,36,36,1.682,0.0467,1.682,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002270002,1002936,383 CANAL STREET,10013,Mixed-use,3,3,3,0.245,0.0817,0.245,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005790001,1009735,282 HUDSON STREET,10013,Mixed-use,3,3,3,0.245,0.0817,0.245,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005940083,1010313,283 HUDSON STREET,10013,Industrial/manufacturing,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002290022,1077408,75 GRAND STREET,10013,Mixed-use,26,26,26,2.126,0.0818,2.126,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002120070,1002739,15 CANAL STREET,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004890017,1007353,200 SPRING STREET,10012,Mixed-use,11,11,11,0.514,0.0467,0.514,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004750004,1090893,343 WEST BROADWAY,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002290012,1002971,12 WOOSTER STREET,10013,Mixed-use,4,4,4,0.327,0.0818,0.327,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004760045,1077736,30 GRAND STREET,10013,Mixed-use,40,40,40,3.271,0.0818,3.271,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002260001,1002934,431 CANAL STREET,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005780047,1009723,250 HUDSON STREET,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004890012,1007350,79 SULLIVAN STREET,10012,Mixed-use,26,26,26,1.215,0.0467,1.215,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004890005,1007344,63 SULLIVAN STREET,10012,Residential,13,13,13,0.607,0.0467,0.607,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004880008,1007324,68 THOMPSON STREET,10012,Mixed-use,39,39,39,1.822,0.0467,1.822,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004760053,1088389,24 THOMPSON STREET,10013,Residential,1,1,1,0.082,0.082,0.082,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002270052,1088492,27 GRAND STREET,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002280004,1002956,363 CANAL STREET,10013,Mixed-use,5,5,5,0.409,0.0818,0.409,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002280022,1002962,53 GRAND STREET,10013,Mixed-use,4,4,4,0.327,0.0818,0.327,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005940081,1010311,287 HUDSON STREET,10013,Mixed-use,3,3,3,0.245,0.0817,0.245,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005790043,1009741,43 DOMINICK STREET,10013,Transportation/utility,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004750007,1007059,349 WEST BROADWAY,10013,Mixed-use,24,24,24,1.962,0.0818,1.962,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005940113,1010320,499 CANAL STREET,10013,Mixed-use,3,3,3,0.245,0.0817,0.245,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004770066,1088003,48 WATTS STREET,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002270020,1002944,43 GRAND STREET,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004890008,1007347,71 SULLIVAN STREET,10012,Mixed-use,21,21,21,0.981,0.0467,0.981,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005940072,1010306,40 RENWICK STREET,10013,Mixed-use,6,6,6,0.491,0.0818,0.491,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004890003,1082481,59 SULLIVAN STREET,10012,Mixed-use,1,1,1,0.047,0.047,0.047,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004750005,1007058,345 WEST BROADWAY,10013,Mixed-use,7,7,7,0.572,0.0817,0.572,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004910046,1007385,155 AVENUE OF THE AMER,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002280011,1002960,307 WEST BROADWAY,10013,Mixed-use,7,7,7,0.572,0.0817,0.572,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004750028,1077731,64 GRAND STREET,10013,Mixed-use,22,22,22,1.799,0.0818,1.799,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004760007,1007098,100 AVENUE OF THE AMER,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1002290015,1002973,18 WOOSTER STREET,10013,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
